name,description,price,category,stock,image
"Product 588","Sample description 588",810,Accessories,69,
"Product 589","Sample description 589",21915,Computers,329,
"Product 590","Sample description 590",29807,Computers,53,
"Product 591","Sample description 591",39862,Accessories,293,
"Product 592","Sample description 592",37062,Fashion,149,
"Product 593","Sample description 593",21458,Computers,266,
"Product 594","Sample description 594",25795,Computers,281,
"Product 595","Sample description 595",542,Fashion,488,
"Product 596","Sample description 596",14972,Computers,264,
"Product 597","Sample description 597",37582,Computers,420,
"Product 598","Sample description 598",6115,Accessories,5,
"Product 599","Sample description 599",30006,Accessories,488,
"Product 600","Sample description 600",5135,Fashion,127,
"Product 601","Sample description 601",4187,Furniture,404,
"Product 602","Sample description 602",17903,Fashion,173,
"Product 603","Sample description 603",24972,Fashion,146,
"Product 604","Sample description 604",7488,Electronics,293,
"Product 605","Sample description 605",9422,Furniture,32,
"Product 606","Sample description 606",32266,Fashion,40,
"Product 607","Sample description 607",35993,Fashion,92,
"Product 608","Sample description 608",23085,Computers,235,
"Product 609","Sample description 609",21802,Accessories,213,
"Product 610","Sample description 610",11990,Computers,390,
"Product 611","Sample description 611",13064,Fashion,145,
"Product 612","Sample description 612",23902,Fashion,333,
"Product 613","Sample description 613",2170,Furniture,19,
"Product 614","Sample description 614",41404,Computers,422,
"Product 615","Sample description 615",11501,Electronics,303,
"Product 616","Sample description 616",8988,Electronics,378,
"Product 617","Sample description 617",43010,Fashion,155,
"Product 618","Sample description 618",28947,Computers,287,
"Product 619","Sample description 619",38365,Accessories,174,
"Product 620","Sample description 620",31248,Accessories,386,
"Product 621","Sample description 621",33008,Accessories,235,
"Product 622","Sample description 622",14824,Accessories,446,
"Product 623","Sample description 623",17646,Furniture,419,
"Product 624","Sample description 624",48127,Accessories,210,
"Product 625","Sample description 625",12502,Fashion,402,
"Product 626","Sample description 626",31995,Electronics,209,
"Product 627","Sample description 627",15148,Electronics,100,
"Product 628","Sample description 628",10475,Fashion,263,
"Product 629","Sample description 629",35229,Computers,328,
"Product 630","Sample description 630",42626,Electronics,35,
"Product 631","Sample description 631",31098,Accessories,160,
"Product 632","Sample description 632",39602,Computers,417,
"Product 633","Sample description 633",10642,Accessories,51,
"Product 634","Sample description 634",23133,Fashion,440,
"Product 635","Sample description 635",1918,Furniture,110,
"Product 636","Sample description 636",30008,Accessories,403,
"Product 637","Sample description 637",36232,Fashion,230,
"Product 638","Sample description 638",16887,Furniture,89,
"Product 639","Sample description 639",24646,Fashion,447,
"Product 640","Sample description 640",42528,Computers,26,
"Product 641","Sample description 641",12976,Fashion,390,
"Product 642","Sample description 642",9540,Electronics,93,
"Product 643","Sample description 643",15377,Furniture,110,
"Product 644","Sample description 644",38947,Fashion,310,
"Product 645","Sample description 645",8117,Furniture,335,
"Product 646","Sample description 646",14094,Furniture,181,
"Product 647","Sample description 647",27546,Electronics,360,
"Product 648","Sample description 648",25864,Electronics,154,
"Product 649","Sample description 649",18687,Fashion,474,
"Product 650","Sample description 650",23309,Computers,423,
"Product 651","Sample description 651",49410,Electronics,390,
"Product 652","Sample description 652",3714,Computers,189,
"Product 653","Sample description 653",9800,Fashion,331,
"Product 654","Sample description 654",26481,Fashion,422,
"Product 655","Sample description 655",42017,Computers,381,
"Product 656","Sample description 656",21558,Fashion,65,
"Product 657","Sample description 657",43799,Fashion,186,
"Product 658","Sample description 658",7709,Furniture,460,
"Product 659","Sample description 659",49431,Furniture,2,
"Product 660","Sample description 660",9984,Accessories,404,
"Product 661","Sample description 661",27898,Computers,106,
"Product 662","Sample description 662",18379,Furniture,275,
"Product 663","Sample description 663",5846,Electronics,338,
"Product 664","Sample description 664",12185,Electronics,360,
"Product 665","Sample description 665",2245,Furniture,379,
"Product 666","Sample description 666",10342,Accessories,380,
"Product 667","Sample description 667",6416,Accessories,483,
"Product 668","Sample description 668",38852,Electronics,114,
"Product 669","Sample description 669",43956,Computers,8,
"Product 670","Sample description 670",36870,Fashion,3,
"Product 671","Sample description 671",48050,Accessories,426,
"Product 672","Sample description 672",18748,Fashion,162,
"Product 673","Sample description 673",4648,Accessories,184,
"Product 674","Sample description 674",45214,Accessories,336,
"Product 675","Sample description 675",15570,Accessories,486,
"Product 676","Sample description 676",5961,Electronics,188,
"Product 677","Sample description 677",36917,Electronics,196,
"Product 678","Sample description 678",49314,Computers,348,
"Product 679","Sample description 679",38087,Furniture,156,
"Product 680","Sample description 680",44763,Computers,323,
"Product 681","Sample description 681",35956,Fashion,205,
"Product 682","Sample description 682",48864,Fashion,177,
"Product 683","Sample description 683",34016,Electronics,116,
"Product 684","Sample description 684",28797,Furniture,13,
"Product 685","Sample description 685",43766,Computers,79,
"Product 686","Sample description 686",12743,Computers,60,
"Product 687","Sample description 687",14779,Computers,60,
"Product 688","Sample description 688",46959,Accessories,33,
"Product 689","Sample description 689",14947,Furniture,290,
"Product 690","Sample description 690",9202,Accessories,499,
"Product 691","Sample description 691",20905,Electronics,261,
"Product 692","Sample description 692",18731,Accessories,405,
"Product 693","Sample description 693",43366,Electronics,396,
"Product 694","Sample description 694",27034,Fashion,54,
"Product 695","Sample description 695",6112,Accessories,4,
"Product 696","Sample description 696",49686,Furniture,445,
"Product 697","Sample description 697",47073,Fashion,186,
"Product 698","Sample description 698",22304,Computers,283,
"Product 699","Sample description 699",36265,Electronics,225,
"Product 700","Sample description 700",29345,Furniture,311,
"Product 701","Sample description 701",1459,Electronics,397,
"Product 702","Sample description 702",25288,Electronics,47,
"Product 703","Sample description 703",35625,Fashion,202,
"Product 704","Sample description 704",45206,Electronics,447,
"Product 705","Sample description 705",14868,Accessories,443,
"Product 706","Sample description 706",8467,Furniture,122,
"Product 707","Sample description 707",32858,Accessories,195,
"Product 708","Sample description 708",13721,Computers,248,
"Product 709","Sample description 709",16891,Computers,421,
"Product 710","Sample description 710",43123,Fashion,314,
"Product 711","Sample description 711",39361,Accessories,462,
"Product 712","Sample description 712",18933,Accessories,332,
"Product 713","Sample description 713",15470,Computers,14,
"Product 714","Sample description 714",15817,Computers,215,
"Product 715","Sample description 715",11603,Accessories,258,
"Product 716","Sample description 716",20733,Accessories,325,
"Product 717","Sample description 717",14060,Electronics,87,
"Product 718","Sample description 718",13212,Furniture,416,
"Product 719","Sample description 719",47419,Fashion,452,
"Product 720","Sample description 720",17199,Furniture,408,
"Product 721","Sample description 721",13025,Electronics,359,
"Product 722","Sample description 722",8196,Accessories,152,
"Product 723","Sample description 723",13059,Computers,232,
"Product 724","Sample description 724",11017,Furniture,90,
"Product 725","Sample description 725",40656,Accessories,388,
"Product 726","Sample description 726",11229,Fashion,388,
"Product 727","Sample description 727",31540,Computers,38,
"Product 728","Sample description 728",30951,Fashion,280,
"Product 729","Sample description 729",47672,Electronics,439,
"Product 730","Sample description 730",38826,Fashion,363,
"Product 731","Sample description 731",9374,Electronics,24,
"Product 732","Sample description 732",24942,Fashion,267,
"Product 733","Sample description 733",33264,Furniture,309,
"Product 734","Sample description 734",14680,Furniture,26,
"Product 735","Sample description 735",387,Computers,296,
"Product 736","Sample description 736",24975,Accessories,427,
"Product 737","Sample description 737",22149,Fashion,450,
"Product 738","Sample description 738",43090,Computers,330,
"Product 739","Sample description 739",46427,Fashion,410,
"Product 740","Sample description 740",14664,Electronics,404,
"Product 741","Sample description 741",26428,Furniture,131,
"Product 742","Sample description 742",2324,Computers,380,
"Product 743","Sample description 743",35490,Furniture,254,
"Product 744","Sample description 744",37577,Accessories,5,
"Product 745","Sample description 745",27520,Computers,47,
"Product 746","Sample description 746",23250,Fashion,75,
"Product 747","Sample description 747",22854,Fashion,118,
"Product 748","Sample description 748",5964,Computers,484,
"Product 749","Sample description 749",40718,Accessories,424,
"Product 750","Sample description 750",29576,Furniture,250,
"Product 751","Sample description 751",4273,Electronics,205,
"Product 752","Sample description 752",9786,Fashion,172,
"Product 753","Sample description 753",30334,Fashion,408,
"Product 754","Sample description 754",8727,Fashion,310,
"Product 755","Sample description 755",9400,Furniture,142,
